Approved_Symbol	Entrez_ID	BIG-C_Category	Affymetrix_HGU133A	BrainArray_HGU133A	Affymetrix_HGU133A2	BrainArray_HGU133A2	Affymetrix_HGU133-Plus2	BrainArray_HGU133-Plus2	Affymetrix_HuGene1-1	BrainArray_HuGene1-1	Illumina_HWG-6v2	Illumina_HWG-6v3	Illumina_HT-12v3	Illumina_HT-12v4
SEC62	7095	Unfolded-Protein-and-Stress	1	1	1	1	1	1	1	1	1	1	1	1
SEC63	11231	Unfolded-Protein-and-Stress	1	1	1	1	1	1	1	1	1	1	1	1
SECISBP2	79048	mRNA-Translation	1	1	1	1	1	1	1	1	1	1	1	1
SECISBP2L	9728	Unknown	1	1	1	1	1	1	1	1	1	1	1	1
SECTM1	6398	Secreted-Immune	1	1	1	1	1	1	1	1	1	1	1	1
SEH1L	81929	Pro-Proliferation	1	1	1	1	1	1	1	1	1	1	1	1
SEL1L	6400	Unfolded-Protein-and-Stress	1	1	1	1	1	1	1	1	1	1	1	1
SEL1L3	23231	Unknown	1	1	1	1	1	1	1	1	1	1	1	1
SELE	6401	General-Cell-Surface	1	1	1	1	1	1	1	1	1	1	1	1
SELENBP1	8991	Cytoplasm-and-Biochemistry	1	1	1	1	1	1	1	1	1	1	1	1
SELL	6402	Immune-Cell-Surface	1	1	1	1	1	1	1	1	1	1	1	1
SELP	6403	General-Cell-Surface	1	1	1	1	1	1	1	1	1	1	1	1
SELPLG	6404	Immune-Cell-Surface	1	1	1	1	1	1	1	1	1	1	1	1
SELT	51714	Endoplasmic-Reticulum	1	1	1	1	1	1	1	1	1	1	1	1
SEMA3A	10371	General-Cell-Surface	1	1	1	1	1	1	1	1	1	1	1	1
SEMA3C	10512	Secreted-and-ECM	1	1	1	1	1	1	1	1	1	1	1	1
SEMA3F	6405	Secreted-and-ECM	1	1	1	1	1	1	1	1	1	1	1	1
SEMA3G	56920	Secreted-and-ECM	1	1	1	1	1	1	1	1	1	1	1	1
SEMA4A	64218	Immune-Cell-Surface	1	1	1	1	1	1	1	1	1	1	1	1
SEMA4C	54910	General-Cell-Surface	1	1	1	1	1	1	1	1	1	1	1	1
SEMA4D	10507	Immune-Cell-Surface	1	1	1	1	1	1	1	1	1	1	1	1
SEMA4F	10505	General-Cell-Surface	1	1	1	1	1	1	1	1	1	1	1	1
SEMA4G	57715	General-Cell-Surface	1	1	1	1	1	1	1	1	1	1	1	1
SEMA5A	9037	Secreted-and-ECM	1	1	1	1	1	1	1	1	1	1	1	1
SEMA6A	57556	General-Cell-Surface	1	1	1	1	1	1	1	1	1	1	1	1
SEMA6B	10501	General-Cell-Surface	1	1	1	1	1	1	1	1	1	1	1	1
SEMA6C	10500	General-Cell-Surface	1	1	1	1	1	1	1	1	1	1	1	1
SEMA6D	80031	General-Cell-Surface	1	1	1	1	1	1	1	1	1	1	1	1
SEMA7A	8482	General-Cell-Surface	1	1	1	1	1	1	1	1	1	1	1	1
SENP2	59343	Ubiquitylation-and-Sumoylation	1	1	1	1	1	1	1	1	1	1	1	1
SENP5	205564	Ubiquitylation-and-Sumoylation	1	1	1	1	1	1	1	1	1	1	1	1
SENP6	26054	Ubiquitylation-and-Sumoylation	1	1	1	1	1	1	1	1	1	1	1	1
SENP7	57337	Ubiquitylation-and-Sumoylation	1	1	1	1	1	1	1	1	1	1	1	1
SEP15	9403	Endoplasmic-Reticulum	1	1	1	1	1	1	1	1	1	1	1	1
SEPHS1	22929	Cytoplasm-and-Biochemistry	1	1	1	1	1	1	1	1	1	1	1	1
SEPHS2	22928	Cytoplasm-and-Biochemistry	1	1	1	1	1	1	1	1	1	1	1	1
SEPP1	6414	Secreted-and-ECM	1	1	1	1	1	1	1	1	1	1	1	1
SEPT10	151011	Cytoskeleton	1	1	1	1	1	1	1	1	1	1	1	1
SEPT11	55752	Cytoskeleton	1	1	1	1	1	1	1	1	1	1	1	1
SEPT2	4735	Cytoskeleton	1	1	1	1	1	1	1	1	1	1	1	1
SEPT4	5414	Cytoskeleton	1	1	1	1	1	1	1	1	1	1	1	1
SEPT6	23157	Cytoskeleton	1	1	1	1	1	1	1	1	1	1	1	1
SEPT7	989	Cytoskeleton	1	1	1	1	1	1	1	1	1	1	1	1
SEPT9	10801	Cytoskeleton	1	1	1	1	1	1	1	1	1	1	1	1
SEPW1	6415	Cytoplasm-and-Biochemistry	1	1	1	1	1	1	1	1	1	1	1	1
SERBP1	26135	mRNA-Translation	1	1	1	1	1	1	1	1	1	1	1	1
SERGEF	26297	Unknown	1	1	1	1	1	1	1	1	1	1	1	1
SERHL2	253190	Nucleus-and-Nucleolus	1	1	1	1	1	1	1	1	1	1	1	1
SERINC1	57515	Cytoplasm-and-Biochemistry	1	1	1	1	1	1	1	1	1	1	1	1
SERINC3	10955	Golgi	1	1	1	1	1	1	1	1	1	1	1	1
SERINC5	256987	Golgi	1	1	1	1	1	1	1	1	1	1	1	1
SERP1	27230	Unfolded-Protein-and-Stress	1	1	1	1	1	1	1	1	1	1	1	1
SERPINA1	5265	Secreted-and-ECM	1	1	1	1	1	1	1	1	1	1	1	1
SERPINA10	51156	Secreted-and-ECM	1	1	1	1	1	1	1	1	1	1	1	1
SERPINA3	12	Secreted-and-ECM	1	1	1	1	1	1	1	1	1	1	1	1
SERPINA5	5104	Secreted-and-ECM	1	1	1	1	1	1	1	1	1	1	1	1
SERPINB1	1992	Secreted-Immune	1	1	1	1	1	1	1	1	1	1	1	1
SERPINB13	5275	Secreted-and-ECM	1	1	1	1	1	1	1	1	1	1	1	1
SERPINB4	6318	Secreted-and-ECM	1	1	1	1	1	1	1	1	1	1	1	1
SERPINB6	5269	Secreted-and-ECM	1	1	1	1	1	1	1	1	1	1	1	1
SERPINB7	8710	Secreted-and-ECM	1	1	1	1	1	1	1	1	1	1	1	1
SERPINB9	5272	Secreted-and-ECM	1	1	1	1	1	1	1	1	1	1	1	1
SERPINC1	462	Secreted-and-ECM	1	1	1	1	1	1	1	1	1	1	1	1
SERPINE1	5054	Secreted-and-ECM	1	1	1	1	1	1	1	1	1	1	1	1
SERPINE2	5270	Cytoplasm-and-Biochemistry	1	1	1	1	1	1	1	1	1	1	1	1
SERPINF1	5176	Secreted-and-ECM	1	1	1	1	1	1	1	1	1	1	1	1
SERPINF2	5345	Secreted-and-ECM	1	1	1	1	1	1	1	1	1	1	1	1
SERPING1	710	Secreted-and-ECM	1	1	1	1	1	1	1	1	1	1	1	1
SERPINH1	871	Endoplasmic-Reticulum	1	1	1	1	1	1	1	1	1	1	1	1
SERPINI1	5274	Cytoplasm-and-Biochemistry	1	1	1	1	1	1	1	1	1	1	1	1
SERTAD2	9792	Transcription-Factors	1	1	1	1	1	1	1	1	1	1	1	1
SERTAD3	29946	Transcription-Factors	1	1	1	1	1	1	1	1	1	1	1	1
SESN1	27244	Intracellular-Signaling	1	1	1	1	1	1	1	1	1	1	1	1
SETBP1	26040	Intracellular-Signaling	1	1	1	1	1	1	1	1	1	1	1	1
SETD1A	9739	Chromatin-Remodeling	1	1	1	1	1	1	1	1	1	1	1	1
SETD3	84193	Chromatin-Remodeling	1	1	1	1	1	1	1	1	1	1	1	1
SETD6	79918	Chromatin-Remodeling	1	1	1	1	1	1	1	1	1	1	1	1
SETDB1	9869	Chromatin-Remodeling	1	1	1	1	1	1	1	1	1	1	1	1
SETMAR	6419	DNA-Repair	1	1	1	1	1	1	1	1	1	1	1	1
SETX	23064	mRNA-Translation	1	1	1	1	1	1	1	1	1	1	1	1
SEZ6L	23544	Endoplasmic-Reticulum	1	1	1	1	1	1	1	1	1	1	1	1
SEZ6L2	26470	Endoplasmic-Reticulum	1	1	1	1	1	1	1	1	1	1	1	1
SF1	7536	mRNA-Splicing	1	1	1	1	1	1	1	1	1	1	1	1
SF3A1	10291	mRNA-Splicing	1	1	1	1	1	1	1	1	1	1	1	1
SF3A2	8175	mRNA-Splicing	1	1	1	1	1	1	1	1	1	1	1	1
SF3A3	10946	mRNA-Splicing	1	1	1	1	1	1	1	1	1	1	1	1
SF3B1	23451	mRNA-Splicing	1	1	1	1	1	1	1	1	1	1	1	1
SF3B2	10992	mRNA-Splicing	1	1	1	1	1	1	1	1	1	1	1	1
SF3B3	23450	mRNA-Splicing	1	1	1	1	1	1	1	1	1	1	1	1
SF3B4	10262	mRNA-Splicing	1	1	1	1	1	1	1	1	1	1	1	1
SF3B5	83443	mRNA-Splicing	1	1	1	1	1	1	1	1	1	1	1	1
SFI1	9814	Cytoskeleton	1	1	1	1	1	1	1	1	1	1	1	1
SFN	2810	Intracellular-Signaling	1	1	1	1	1	1	1	1	1	1	1	1
SFPQ	6421	mRNA-Splicing	1	1	1	1	1	1	1	1	1	1	1	1
SFRP1	6422	Secreted-and-ECM	1	1	1	1	1	1	1	1	1	1	1	1
SFSWAP	6433	mRNA-Splicing	1	1	1	1	1	1	1	1	1	1	1	1
SFT2D2	375035	Endosome-and-Vesicles	1	1	1	1	1	1	1	1	1	1	1	1
SFTPB	6439	Secreted-and-ECM	1	1	1	1	1	1	1	1	1	1	1	1
SFTPC	6440	Secreted-and-ECM	1	1	1	1	1	1	1	1	1	1	1	1
SFTPD	6441	Secreted-and-ECM	1	1	1	1	1	1	1	1	1	1	1	1
SFXN1	94081	Mitochondria-General	1	1	1	1	1	1	1	1	1	1	1	1
SFXN3	81855	Mitochondria-General	1	1	1	1	1	1	1	1	1	1	1	1
SGCB	6443	Cytoskeleton	1	1	1	1	1	1	1	1	1	1	1	1
SGCD	6444	General-Cell-Surface	1	1	1	1	1	1	1	1	1	1	1	1
SGCE	8910	Cytoskeleton	1	1	1	1	1	1	1	1	1	1	1	1
SGCG	6445	General-Cell-Surface	1	1	1	1	1	1	1	1	1	1	1	1
SGF29	112869	General-Transcription	1	1	1	1	1	1	1	1	1	1	1	1
SGK1	6446	Intracellular-Signaling	1	1	1	1	1	1	1	1	1	1	1	1
SGK2	10110	Intracellular-Signaling	1	1	1	1	1	1	1	1	1	1	1	1
SGMS1	259230	Golgi	1	1	1	1	1	1	1	1	1	1	1	1
SGPL1	8879	Intracellular-Signaling	1	1	1	1	1	1	1	1	1	1	1	1
SGPP1	81537	Endoplasmic-Reticulum	1	1	1	1	1	1	1	1	1	1	1	1
SGSH	6448	Lysosome	1	1	1	1	1	1	1	1	1	1	1	1
SGSM2	9905	RAS-Superfamily	1	1	1	1	1	1	1	1	1	1	1	1
SGSM3	27352	RAS-Superfamily	1	1	1	1	1	1	1	1	1	1	1	1
SGTA	6449	Unfolded-Protein-and-Stress	1	1	1	1	1	1	1	1	1	1	1	1
SH2B1	25970	Intracellular-Signaling	1	1	1	1	1	1	1	1	1	1	1	1
SH2B2	10603	Intracellular-Signaling	1	1	1	1	1	1	1	1	1	1	1	1
SH2B3	10019	Intracellular-Signaling	1	1	1	1	1	1	1	1	1	1	1	1
SH2D1A	4068	Immune-Signaling	1	1	1	1	1	1	1	1	1	1	1	1
SH2D2A	9047	Immune-Signaling	1	1	1	1	1	1	1	1	1	1	1	1
SH2D3A	10045	Intracellular-Signaling	1	1	1	1	1	1	1	1	1	1	1	1
SH2D4A	63898	Intracellular-Signaling	1	1	1	1	1	1	1	1	1	1	1	1
SH3BGR	6450	Unknown	1	1	1	1	1	1	1	1	1	1	1	1
SH3BGRL	6451	Unknown	1	1	1	1	1	1	1	1	1	1	1	1
SH3BGRL3	83442	Intracellular-Signaling	1	1	1	1	1	1	1	1	1	1	1	1
SH3BP1	23616	Intracellular-Signaling	1	1	1	1	1	1	1	1	1	1	1	1
SH3BP2	6452	Unknown	1	1	1	1	1	1	1	1	1	1	1	1
SH3BP4	23677	Endosome-and-Vesicles	1	1	1	1	1	1	1	1	1	1	1	1
SH3BP5	9467	Immune-Signaling	1	1	1	1	1	1	1	1	1	1	1	1
SH3D21	79729	Unknown	1	1	1	1	1	1	1	1	1	1	1	1
SH3GL1	6455	Endocytosis	1	1	1	1	1	1	1	1	1	1	1	1
SH3GL2	6456	Endocytosis	1	1	1	1	1	1	1	1	1	1	1	1
SH3GL3	6457	Endocytosis	1	1	1	1	1	1	1	1	1	1	1	1
SH3GLB1	51100	Pro-Apoptosis	1	1	1	1	1	1	1	1	1	1	1	1
SH3GLB2	56904	Endocytosis	1	1	1	1	1	1	1	1	1	1	1	1
SH3PXD2A	9644	Cytoskeleton	1	1	1	1	1	1	1	1	1	1	1	1
SH3TC1	54436	Unknown	1	1	1	1	1	1	1	1	1	1	1	1
SH3YL1	26751	General-Cell-Surface	1	1	1	1	1	1	1	1	1	1	1	1
SHANK1	50944	General-Cell-Surface	1	1	1	1	1	1	1	1	1	1	1	1
SHANK2	22941	Cytoskeleton	1	1	1	1	1	1	1	1	1	1	1	1
SHARPIN	81858	Ubiquitylation-and-Sumoylation	1	1	1	1	1	1	1	1	1	1	1	1
SHB	6461	Intracellular-Signaling	1	1	1	1	1	1	1	1	1	1	1	1
SHBG	6462	Secreted-and-ECM	1	1	1	1	1	1	1	1	1	1	1	1
SHC1	6464	Intracellular-Signaling	1	1	1	1	1	1	1	1	1	1	1	1
SHC2	25759	Intracellular-Signaling	1	1	1	1	1	1	1	1	1	1	1	1
SHC3	53358	Intracellular-Signaling	1	1	1	1	1	1	1	1	1	1	1	1
SHCBP1	79801	Intracellular-Signaling	1	1	1	1	1	1	1	1	1	1	1	1
SHFM1	7979	Proteasome	1	1	1	1	1	1	1	1	1	1	1	1
SHMT2	6472	Mitochondria-General	1	1	1	1	1	1	1	1	1	1	1	1
SHOX2	6474	Transcription-Factors	1	1	1	1	1	1	1	1	1	1	1	1
SHQ1	55164	Unknown	1	1	1	1	1	1	1	1	1	1	1	1
SHTN1	57698	Cytoskeleton	1	1	1	1	1	1	1	1	1	1	1	1
SIAH1	6477	Ubiquitylation-and-Sumoylation	1	1	1	1	1	1	1	1	1	1	1	1
SIAH2	6478	Ubiquitylation-and-Sumoylation	1	1	1	1	1	1	1	1	1	1	1	1
SIDT1	54847	Unknown	1	1	1	1	1	1	1	1	1	1	1	1
SIGIRR	59307	Pattern-Recognition-Receptors	1	1	1	1	1	1	1	1	1	1	1	1
SIGLEC1	6614	Immune-Cell-Surface	1	1	1	1	1	1	1	1	1	1	1	1
SIGLEC5	8778	Immune-Cell-Surface	1	1	1	1	1	1	1	1	1	1	1	1
SIGLEC6	946	Immune-Cell-Surface	1	1	1	1	1	1	1	1	1	1	1	1
SIGLEC7	27036	General-Cell-Surface	1	1	1	1	1	1	1	1	1	1	1	1
SIGLEC9	27180	Immune-Cell-Surface	1	1	1	1	1	1	1	1	1	1	1	1
SIK3	23387	Unknown	1	1	1	1	1	1	1	1	1	1	1	1
SIKE1	80143	Intracellular-Signaling	1	1	1	1	1	1	1	1	1	1	1	1
SIL1	64374	Unfolded-Protein-and-Stress	1	1	1	1	1	1	1	1	1	1	1	1
SIN3B	23309	Transcription-Factors	1	1	1	1	1	1	1	1	1	1	1	1
SIPA1L1	26037	Cytoskeleton	1	1	1	1	1	1	1	1	1	1	1	1
SIPA1L3	23094	Unknown	1	1	1	1	1	1	1	1	1	1	1	1
SIRPA	140885	General-Cell-Surface	1	1	1	1	1	1	1	1	1	1	1	1
SIRPG	55423	Immune-Cell-Surface	1	1	1	1	1	1	1	1	1	1	1	1
SIRT1	23411	Chromatin-Remodeling	1	1	1	1	1	1	1	1	1	1	1	1
SIRT2	22933	Chromatin-Remodeling	1	1	1	1	1	1	1	1	1	1	1	1
SIRT3	23410	Chromatin-Remodeling	1	1	1	1	1	1	1	1	1	1	1	1
SIRT4	23409	Chromatin-Remodeling	1	1	1	1	1	1	1	1	1	1	1	1
SIRT5	23408	Chromatin-Remodeling	1	1	1	1	1	1	1	1	1	1	1	1
SIRT6	51548	Chromatin-Remodeling	1	1	1	1	1	1	1	1	1	1	1	1
SIRT7	51547	Chromatin-Remodeling	1	1	1	1	1	1	1	1	1	1	1	1
SIT1	27240	Immune-Cell-Surface	1	1	1	1	1	1	1	1	1	1	1	1
SIVA1	10572	Pro-Apoptosis	1	1	1	1	1	1	1	1	1	1	1	1
SIX1	6495	Transcription-Factors	1	1	1	1	1	1	1	1	1	1	1	1
SIX2	10736	Transcription-Factors	1	1	1	1	1	1	1	1	1	1	1	1
SIX5	147912	Transcription-Factors	1	1	1	1	1	1	1	1	1	1	1	1
SKA1	220134	Pro-Proliferation	1	1	1	1	1	1	1	1	1	1	1	1
SKAP1	8631	Immune-Signaling	1	1	1	1	1	1	1	1	1	1	1	1
SKAP2	8935	Intracellular-Signaling	1	1	1	1	1	1	1	1	1	1	1	1
SKI	6497	Transcription-Factors	1	1	1	1	1	1	1	1	1	1	1	1
SKIL	6498	Transcription-Factors	1	1	1	1	1	1	1	1	1	1	1	1
SKIV2L	6499	Nucleus-and-Nucleolus	1	1	1	1	1	1	1	1	1	1	1	1
SKIV2L2	23517	mRNA-Translation	1	1	1	1	1	1	1	1	1	1	1	1
SKP1	6500	Ubiquitylation-and-Sumoylation	1	1	1	1	1	1	1	1	1	1	1	1
SKP2	6502	Pro-Proliferation	1	1	1	1	1	1	1	1	1	1	1	1
SLA	6503	Immune-Cell-Surface	1	1	1	1	1	1	1	1	1	1	1	1
SLAMF1	6504	Immune-Cell-Surface	1	1	1	1	1	1	1	1	1	1	1	1
SLAMF7	57823	Immune-Cell-Surface	1	1	1	1	1	1	1	1	1	1	1	1
SLAMF8	56833	Immune-Cell-Surface	1	1	1	1	1	1	1	1	1	1	1	1
SLBP	7884	mRNA-Translation	1	1	1	1	1	1	1	1	1	1	1	1
SLC10A1	6554	Transporters	1	1	1	1	1	1	1	1	1	1	1	1
SLC10A3	8273	Transporters	1	1	1	1	1	1	1	1	1	1	1	1
SLC11A1	6556	Transporters	1	1	1	1	1	1	1	1	1	1	1	1
SLC11A2	4891	Golgi	1	1	1	1	1	1	1	1	1	1	1	1
SLC12A1	6557	Transporters	1	1	1	1	1	1	1	1	1	1	1	1
SLC12A2	6558	Transporters	1	1	1	1	1	1	1	1	1	1	1	1
SLC12A3	6559	Endosome-and-Vesicles	1	1	1	1	1	1	1	1	1	1	1	1
SLC12A6	9990	Transporters	1	1	1	1	1	1	1	1	1	1	1	1
SLC12A7	10723	Transporters	1	1	1	1	1	1	1	1	1	1	1	1
SLC12A8	84561	Transporters	1	1	1	1	1	1	1	1	1	1	1	1
SLC12A9	56996	Transporters	1	1	1	1	1	1	1	1	1	1	1	1
SLC13A1	6561	Transporters	1	1	1	1	1	1	1	1	1	1	1	1
SLC13A2	9058	Transporters	1	1	1	1	1	1	1	1	1	1	1	1
SLC13A3	64849	Transporters	1	1	1	1	1	1	1	1	1	1	1	1
SLC13A4	26266	Transporters	1	1	1	1	1	1	1	1	1	1	1	1
SLC14A1	6563	Transporters	1	1	1	1	1	1	1	1	1	1	1	1
SLC15A1	6564	Transporters	1	1	1	1	1	1	1	1	1	1	1	1
SLC15A2	6565	Transporters	1	1	1	1	1	1	1	1	1	1	1	1
SLC15A3	51296	Lysosome	1	1	1	1	1	1	1	1	1	1	1	1
SLC16A1	6566	Transporters	1	1	1	1	1	1	1	1	1	1	1	1
SLC16A2	6567	Transporters	1	1	1	1	1	1	1	1	1	1	1	1
SLC16A4	9122	Transporters	1	1	1	1	1	1	1	1	1	1	1	1
SLC16A5	9121	Transporters	1	1	1	1	1	1	1	1	1	1	1	1
SLC16A6	9120	Transporters	1	1	1	1	1	1	1	1	1	1	1	1
SLC16A7	9194	Transporters	1	1	1	1	1	1	1	1	1	1	1	1
SLC16A8	23539	Transporters	1	1	1	1	1	1	1	1	1	1	1	1
SLC17A3	10786	Endoplasmic-Reticulum	1	1	1	1	1	1	1	1	1	1	1	1
SLC17A5	26503	Lysosome	1	1	1	1	1	1	1	1	1	1	1	1
SLC17A9	63910	Lysosome	1	1	1	1	1	1	1	1	1	1	1	1
SLC18A2	6571	Transporters	1	1	1	1	1	1	1	1	1	1	1	1
SLC19A2	10560	Transporters	1	1	1	1	1	1	1	1	1	1	1	1
SLC1A1	6505	Transporters	1	1	1	1	1	1	1	1	1	1	1	1
SLC1A3	6507	Transporters	1	1	1	1	1	1	1	1	1	1	1	1
SLC1A4	6509	Transporters	1	1	1	1	1	1	1	1	1	1	1	1
SLC1A5	6510	Transporters	1	1	1	1	1	1	1	1	1	1	1	1
SLC1A7	6512	Transporters	1	1	1	1	1	1	1	1	1	1	1	1
SLC20A1	6574	Transporters	1	1	1	1	1	1	1	1	1	1	1	1
SLC20A2	6575	Transporters	1	1	1	1	1	1	1	1	1	1	1	1
SLC22A1	6580	Transporters	1	1	1	1	1	1	1	1	1	1	1	1
SLC22A11	55867	Transcription-Factors	1	1	1	1	1	1	1	1	1	1	1	1
SLC22A14	9389	Transporters	1	1	1	1	1	1	1	1	1	1	1	1
SLC22A17	51310	Transporters	1	1	1	1	1	1	1	1	1	1	1	1
SLC22A18	5002	Transporters	1	1	1	1	1	1	1	1	1	1	1	1
SLC22A18AS	5003	Unknown	1	1	1	1	1	1	1	1	1	1	1	1
SLC22A2	6582	Transporters	1	1	1	1	1	1	1	1	1	1	1	1
SLC22A3	6581	Transporters	1	1	1	1	1	1	1	1	1	1	1	1
SLC22A4	6583	Mitochondria-General	1	1	1	1	1	1	1	1	1	1	1	1
SLC22A5	6584	Transporters	1	1	1	1	1	1	1	1	1	1	1	1
SLC22A6	9356	Transporters	1	1	1	1	1	1	1	1	1	1	1	1
SLC22A7	10864	Transporters	1	1	1	1	1	1	1	1	1	1	1	1
SLC22A8	9376	Transporters	1	1	1	1	1	1	1	1	1	1	1	1
SLC23A2	9962	Transporters	1	1	1	1	1	1	1	1	1	1	1	1
SLC24A1	9187	Transporters	1	1	1	1	1	1	1	1	1	1	1	1
SLC24A2	25769	Transporters	1	1	1	1	1	1	1	1	1	1	1	1
SLC24A3	57419	Transporters	1	1	1	1	1	1	1	1	1	1	1	1
SLC25A1	6576	Mitochondria-General	1	1	1	1	1	1	1	1	1	1	1	1
SLC25A10	1468	Mitochondria-General	1	1	1	1	1	1	1	1	1	1	1	1
SLC25A11	8402	Glycolysis-Gluconeogenesis-and-Pentose-Phosphate-Pathways	1	1	1	1	1	1	1	1	1	1	1	1
SLC25A12	8604	Mitochondria-General	1	1	1	1	1	1	1	1	1	1	1	1
SLC25A13	10165	Mitochondria-General	1	1	1	1	1	1	1	1	1	1	1	1
SLC25A15	10166	Mitochondria-General	1	1	1	1	1	1	1	1	1	1	1	1
SLC25A16	8034	Mitochondria-General	1	1	1	1	1	1	1	1	1	1	1	1
SLC25A17	10478	Transporters	1	1	1	1	1	1	1	1	1	1	1	1
SLC25A20	788	Mitochondria-General	1	1	1	1	1	1	1	1	1	1	1	1
SLC25A21	89874	Mitochondria-General	1	1	1	1	1	1	1	1	1	1	1	1
SLC25A22	79751	Mitochondria-General	1	1	1	1	1	1	1	1	1	1	1	1
SLC25A24	29957	Mitochondria-General	1	1	1	1	1	1	1	1	1	1	1	1
SLC25A28	81894	Mitochondria-General	1	1	1	1	1	1	1	1	1	1	1	1
SLC25A3	5250	Mitochondria-General	1	1	1	1	1	1	1	1	1	1	1	1
SLC25A31	83447	Mitochondria-General	1	1	1	1	1	1	1	1	1	1	1	1
SLC25A32	81034	Mitochondria-General	1	1	1	1	1	1	1	1	1	1	1	1
SLC25A36	55186	Mitochondria-General	1	1	1	1	1	1	1	1	1	1	1	1
SLC25A37	51312	Mitochondria-General	1	1	1	1	1	1	1	1	1	1	1	1
SLC25A38	54977	Mitochondria-General	1	1	1	1	1	1	1	1	1	1	1	1
SLC25A4	291	Mitochondria-Oxidative-Phosphorylation	1	1	1	1	1	1	1	1	1	1	1	1
SLC25A40	55972	Mitochondria-General	1	1	1	1	1	1	1	1	1	1	1	1
SLC25A44	9673	Mitochondria-General	1	1	1	1	1	1	1	1	1	1	1	1
SLC25A46	91137	Mitochondria-General	1	1	1	1	1	1	1	1	1	1	1	1
SLC25A5	292	Mitochondria-General	1	1	1	1	1	1	1	1	1	1	1	1
SLC26A10	65012	Transporters	1	1	1	1	1	1	1	1	1	1	1	1
SLC26A2	1836	Transporters	1	1	1	1	1	1	1	1	1	1	1	1
SLC26A3	1811	Transporters	1	1	1	1	1	1	1	1	1	1	1	1
SLC26A4	5172	Transporters	1	1	1	1	1	1	1	1	1	1	1	1
SLC27A2	11001	Endoplasmic-Reticulum	1	1	1	1	1	1	1	1	1	1	1	1
SLC27A3	11000	Mitochondria-General	1	1	1	1	1	1	1	1	1	1	1	1
SLC27A5	10998	Endoplasmic-Reticulum	1	1	1	1	1	1	1	1	1	1	1	1
SLC27A6	28965	Transporters	1	1	1	1	1	1	1	1	1	1	1	1
SLC28A1	9154	Transporters	1	1	1	1	1	1	1	1	1	1	1	1
SLC28A3	64078	Transporters	1	1	1	1	1	1	1	1	1	1	1	1
SLC29A2	3177	Transporters	1	1	1	1	1	1	1	1	1	1	1	1
SLC29A3	55315	Lysosome	1	1	1	1	1	1	1	1	1	1	1	1
SLC2A1	6513	Glycolysis-Gluconeogenesis-and-Pentose-Phosphate-Pathways	1	1	1	1	1	1	1	1	1	1	1	1
SLC2A10	81031	Transporters	1	1	1	1	1	1	1	1	1	1	1	1
SLC2A11	66035	Transporters	1	1	1	1	1	1	1	1	1	1	1	1
SLC2A2	6514	Glycolysis-Gluconeogenesis-and-Pentose-Phosphate-Pathways	1	1	1	1	1	1	1	1	1	1	1	1
SLC2A3	6515	Glycolysis-Gluconeogenesis-and-Pentose-Phosphate-Pathways	1	1	1	1	1	1	1	1	1	1	1	1
SLC2A4	6517	Glycolysis-Gluconeogenesis-and-Pentose-Phosphate-Pathways	1	1	1	1	1	1	1	1	1	1	1	1
SLC2A4RG	56731	Transcription-Factors	1	1	1	1	1	1	1	1	1	1	1	1
SLC2A5	6518	Glycolysis-Gluconeogenesis-and-Pentose-Phosphate-Pathways	1	1	1	1	1	1	1	1	1	1	1	1
SLC2A6	11182	Transporters	1	1	1	1	1	1	1	1	1	1	1	1
SLC2A8	29988	Lysosome	1	1	1	1	1	1	1	1	1	1	1	1
SLC2A9	56606	Transporters	1	1	1	1	1	1	1	1	1	1	1	1
SLC30A10	55532	Transporters	1	1	1	1	1	1	1	1	1	1	1	1
SLC30A3	7781	Transporters	1	1	1	1	1	1	1	1	1	1	1	1
SLC30A4	7782	Endosome-and-Vesicles	1	1	1	1	1	1	1	1	1	1	1	1
SLC30A5	64924	Golgi	1	1	1	1	1	1	1	1	1	1	1	1
SLC30A9	10463	Transporters	1	1	1	1	1	1	1	1	1	1	1	1
SLC31A1	1317	Transporters	1	1	1	1	1	1	1	1	1	1	1	1
SLC31A2	1318	Transporters	1	1	1	1	1	1	1	1	1	1	1	1
SLC33A1	9197	Endoplasmic-Reticulum	1	1	1	1	1	1	1	1	1	1	1	1
SLC35A2	7355	Golgi	1	1	1	1	1	1	1	1	1	1	1	1
SLC35A3	23443	Transporters	1	1	1	1	1	1	1	1	1	1	1	1
SLC35A5	55032	Golgi	1	1	1	1	1	1	1	1	1	1	1	1
SLC35B1	10237	Endoplasmic-Reticulum	1	1	1	1	1	1	1	1	1	1	1	1
SLC35C1	55343	Golgi	1	1	1	1	1	1	1	1	1	1	1	1
SLC35C2	51006	Golgi	1	1	1	1	1	1	1	1	1	1	1	1
SLC35D1	23169	Transporters	1	1	1	1	1	1	1	1	1	1	1	1
SLC35D2	11046	Golgi	1	1	1	1	1	1	1	1	1	1	1	1
SLC35E1	79939	Endoplasmic-Reticulum	1	1	1	1	1	1	1	1	1	1	1	1
SLC35E3	55508	Transporters	1	1	1	1	1	1	1	1	1	1	1	1
SLC35F2	54733	Mitochondria-General	1	1	1	1	1	1	1	1	1	1	1	1
SLC35F6	54978	Mitochondria-General	1	1	1	1	1	1	1	1	1	1	1	1
SLC35G2	80723	Transporters	1	1	1	1	1	1	1	1	1	1	1	1
